"feature"	"intensity"	"Average.Rt.min."	"Average.Mz"	"molecularFormula.x"	"adduct.x"	"precursorFormula.x"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"overallFeatureQuality.x"	"structurePerIdRank"	"formulaRank.y"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"
"P_4172"	1497	10.946	153.12689	"C10H20O3"	"[M - H4O2 + H]+"	"C10H17O+"	"Fatty acids"	"0,912"	"Fatty Acids and Conjugates"	"0,711"	"Hydroxy fatty acids"	"0,811"	"Lipids and lipid-like molecules"	"0,845"	"Fatty Acyls"	"0,811"	"Fatty acids and conjugates"	"0,616"	""	""	"Fatty acids and conjugates"	"0,616"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,479"	"0,584"	"-103,769"	NA	"30,989"	"FYSSBMZUBSBFJL"	"InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)"	"Myrmicacin"	"CCCCCCCC(CC(=O)O)O"	"2,500"	"21976318;5312798;5312799;163570251;10877926;10899442;123164526;26612;49859605"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002203 HMDB0010725);MiMeDB:(MMDBc0047810);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(26612 5312798);LIPIDMAPS:(LMFA01050153 LMFA01050245 LMFA01050246);SUPERNATURAL:(SN0099109);MESH:(26612 5312798);FooDB:(FDB027873);PUBCHEM:(21976318 5312798 5312799 163570251 10877926 10899442 123164526 26612 49859605);GNPS:(CCMSLIB00003135649);COCONUT:(CNP0310989);NORMAN:(NS00014718);METACYC:(Release-factor-L-glutamine Glyco-CT-Stemtype-GAL Omega-1-Hydroxy-Long-Chain-Fatty-Acids CPD-11933 ADP-RIBOSE-P-OR-NOP Benzoin CPD-21098 Iodoaromtic-Compounds PROCOLLAGEN-5-HYDROXY-L-LYSINE 4a-Hydroxytetrahydrobiopterins S-ubiquitinyl-HECT-E3-UCP-L-cysteine Phosphorus-Molecular-Entities CPD-19347 Indoles GALACTOSYLCERAMIDE-SULFATE Carotenoid-phi-end-group N1-Methylguanine-containing-23S-rRNAs CPD-14022 6-Dimethylallyladenosine37-tRNAs Oligodeoxyribonucleotides Inositol-Phosphates CPD-12779 Branched-Alkanes GlcCer-42-0-3s 23S-rRNA-Adenines Cerebroside-3-sulfates 5-Phospho-DNA);CHEBI:(167572 37371 171760 132979 132983);DSSTox:(DTXSID40864486 DTXSID70415602);LOTUS:(Q27289079 Q15425812);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"
"N_21050"	1496	10.945	371.15305	"C21H24O6"	"[M - H]-"	"C21H23O6-"	"Polyketides"	"0,479"	"Aromatic polyketides"	"0,279"	"Depsides and depsidones"	"0,135"	"Benzenoids"	"0,998"	"Benzene and substituted derivatives"	"0,893"	"Benzoic acids and derivatives"	"0,784"	"Hydroxybenzoic acid derivatives"	"0,512"	"Hydroxybenzoic acid derivatives"	"0,512"	"Organic compounds; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Benzoic acids; Aromatic alcohols; Aryl ketones; Aryl alkyl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	NA	1	1	"0,010"	"0,010"	"-191,300"	NA	"67,450"	"UWDQPXHDHDVEQP"	"InChI=1S/C21H24O6/c1-10(2)12-5-14(18(22)16(8-12)20(24)25)7-15-6-13(11(3)4)9-17(19(15)23)21(26)27/h5-6,8-11,22-23H,7H2,1-4H3,(H,24,25)(H,26,27)"	"3-{[3-carboxy-2-hydroxy-5-(propan-2-yl)phenyl]methyl}-2-hydroxy-5-(propan-2-yl)benzoic acid"	"CC(C)C1=CC(=C(C(=C1)C(=O)O)O)CC2=C(C(=CC(=C2)C(C)C)C(=O)O)O"	"5,500"	"1781244;54676174"	"COCONUT:(CNP0367960);SUPERNATURAL:(SN0381723);PUBCHEM:(1781244 54676174)"
"P_12612"	1496	13.687	251.11895	"C8H18N4O3S"	"[M + H]+"	"C8H19N4O3S+"	"Alkaloids"	"0,823"	"Histidine alkaloids"	"0,382"	"Imidazole alkaloids"	"0,381"	"Organoheterocyclic compounds"	"0,695"	"Azacyclic compounds"	"0,512"	""	""	""	""	"Azacyclic compounds"	"0,512"	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	3	"0,112"	"0,112"	"-157,045"	NA	"87,110"	"VYAVXFDWKDTKPJ"	"InChI=1S/C8H18N4O3S/c1-15-5-2-10-8(11-9)12-3-6-16(13,14)7-4-12/h2-7,9H2,1H3,(H,10,11)"	"N-amino-N'-(2-methoxyethyl)-1,1-dioxo-1,4-thiazinane-4-carboximidamide"	"COCCN=C(NN)N1CCS(=O)(=O)CC1"	"-2,100"	"104883983"	"PUBCHEM:(104883983)"
"P_6641"	1496	7.4	184.16907	"C11H21NO"	"[M + H]+"	"C11H22NO+"	"Fatty acids"	"0,690"	"Fatty amides"	"0,847"	"Primary amides"	"0,447"	"Organic acids and derivatives"	"0,596"	"Carboxylic acids and derivatives"	"0,535"	"Carboxylic acid derivatives"	"0,494"	"Carboxylic acid amides"	"0,655"	"Carboxylic acid amides"	"0,655"	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,059"	"0,059"	"-136,089"	NA	"39,362"	"GXJWKOQDAJVDKL"	"InChI=1S/C11H21NO/c1-4-7-11(8-5-2,9-6-3)12-10-13/h4-9H2,1-3H3"	"1,1-Dipropylbutyl isocyanate"	"CCCC(CCC)(CCC)N=C=O"	"4,600"	"92004"	"NORMAN:(NS00033453);PUBCHEM:(92004);DSSTox:(DTXSID50204612)"
"P_19096"	1495	8.048	321.09746	"C14H19ClN2O3"	"[M + Na]+"	"C14H19ClN2NaO3+"	"Amino acids and Peptides"	"0,771"	"Small peptides"	"0,648"	"Dipeptides"	"0,468"	"Organic acids and derivatives"	"0,995"	"Carboxylic acids and derivatives"	"0,988"	"Amino acids, peptides, and analogues"	"0,813"	"Amino acids and derivatives"	"0,812"	"Alpha amino acids and derivatives"	"0,636"	"Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Monocarboxylic acids and derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Chloroacetamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	2	"0,110"	"0,110"	"-288,870"	NA	"31,781"	"NXCZZJXJRNCFHV"	"InChI=1S/C14H19ClN2O3/c1-3-8-17(14(19)9-15)10-13(18)16-11-6-4-5-7-12(11)20-2/h4-7H,3,8-10H2,1-2H3,(H,16,18)"	"2-chloro-N-{[(2-methoxyphenyl)carbamoyl]methyl}-N-propylacetamide"	"CCCN(CC(=O)NC1=CC=CC=C1OC)C(=O)CCl"	"2,100"	"28805279"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(28805279)"
"P_2325"	1495	5.443	129.05671	"C4H5FN4"	"[M + H]+"	"C4H6FN4+"	"Alkaloids"	"0,924"	"Nicotinic acid alkaloids"	"0,515"	"Pyridine alkaloids"	"0,518"	"Organohalogen compounds"	"0,983"	"Aryl halides"	"0,589"	"Aryl fluorides"	"0,563"	""	""	"Aryl fluorides"	"0,563"	"Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Aryl fluorides; Organofluorides; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,113"	"0,113"	"-82,440"	NA	"18,016"	"RMTFEZUZAHJEFW"	"InChI=1S/C4H5FN4/c5-2-1-8-4(7)9-3(2)6/h1H,(H4,6,7,8,9)"	"5-Fluoropyrimidine-2,4-diamine"	"C1=C(C(=NC(=N1)N)N)F"	"-0,400"	"255608"	"PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(255608);DSSTox:(DTXSID70292273)"
"N_8617"	1494	6.478	237.07747	"C10H12N3O4"	"[M - H]-"	"C10H11N3O4-"	"Alkaloids"	"0,672"	"Pseudoalkaloids (transamidation)"	"0,033"	"Purine alkaloids"	"0,174"	"Organoheterocyclic compounds"	"1,000"	"Triazines"	"0,482"	"1,2,4-triazines"	"0,693"	""	""	"1,2,4-triazines"	"0,693"	"Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diazines; Vinylogous amides; Organic oxides; 1,2,4-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"-Infinity"	"-Infinity"	"-310,162"	NA	"54,580"	"RHQRTKZFOYNHTB"	"InChI=1S/C10H13N3O4/c1-8(14)17-12-7-6-11-9-2-4-10(5-3-9)13(15)16/h2-5,11-12H,6-7H2,1H3/q+1"	"Acetic acid [2-[(4-nitrophenyl)amino]ethyl] ammonium salt"	"CC(=[O+])ONCCNC1=CC=C(C=C1)[N+](=O)[O-]"	"1,400"	"102254258;102254259"	"PUBCHEM:(102254258 102254259)"
"P_29324"	1494	9.809	394.12946	"C22H20ClN3O2"	"[M + H]+"	"C22H21ClN3O2+"	"Alkaloids"	"0,967"	"Tryptophan alkaloids"	"0,960"	"Carboline alkaloids"	"0,302"	"Organoheterocyclic compounds"	"0,998"	"Indoles and derivatives"	"0,797"	"Indoles"	"0,808"	""	""	"Indoles"	"0,808"	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Indoles; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	5	"0,156"	"0,156"	"-348,321"	NA	"8,220"	"WXMDAZVVTXLFMQ"	"InChI=1S/C22H20ClN3O2/c1-25(2)13-14-8-10-15(11-9-14)18-12-19-20(22(27)26(18)3)21(24-28-19)16-6-4-5-7-17(16)23/h4-12H,13H2,1-3H3"	"3-(2-chlorophenyl)-6-{4-[(dimethylamino)methyl]phenyl}-5-methyl[1,2]oxazolo[4,5-c]pyridin-4(5H)-one"	"CN1C(=CC2=C(C1=O)C(=NO2)C3=CC=CC=C3Cl)C4=CC=C(C=C4)CN(C)C"	"3,800"	"137331588"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(137331588);PUBMED"
"P_15059"	1492	10.414	277.21679	"C18H28O2"	"[M + H]+"	"C18H29O2+"	"Fatty acids"	"1,000"	"Fatty Acids and Conjugates"	"0,989"	"Unsaturated fatty acids"	"0,980"	"Lipids and lipid-like molecules"	"0,988"	"Fatty Acyls"	"0,982"	"Lineolic acids and derivatives"	"0,503"	""	""	"Lineolic acids and derivatives"	"0,503"	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,326"	"0,326"	"-50,779"	NA	"211,898"	"PVLHKMGYBLUVEL"	"InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2,7-8H,1,3-6,11-17H2,(H,19,20)"	"octadeca-11,17-dien-9-ynoic acid"	"C=CCCCCC=CC#CCCCCCCCC(=O)O"	"5,835"	"101677277;162935685"	"COCONUT:(CNP0205788);CHEBI:(189037);LIPIDMAPS:(LMFA01031088);SUPERNATURAL:(SN0296237);PUBCHEM:(101677277 162935685);LOTUS:(Q76810020 Q105215495)"
"P_30168"	1489	7.306	399.19258	"C22H26N2O5"	"[M + H]+"	"C22H27N2O5+"	"Alkaloids"	"0,880"	"Tryptophan alkaloids"	"0,537"	"Corynanthe type"	"0,144"	"Benzenoids"	"0,900"	""	""	""	""	""	""	"Benzenoids"	"0,900"	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,110"	"0,110"	"-381,455"	NA	"88,545"	"OQRUPJFPATYERI"	"InChI=1S/C22H26N2O5/c1-4-14-12-24-10-9-22(17-7-5-6-8-18(17)23-21(22)26)29-19(24)11-15(14)16(13-27-2)20(25)28-3/h4-8,13-15,19H,1,9-12H2,2-3H3,(H,23,26)"	"methyl (E)-2-[(3R,7'R,8'S,9'aR)-7'-ethenyl-2-oxospiro[1H-indole-3,2'-4,6,7,8,9,9a-hexahydro-3H-pyrido[2,1-b][1,3]oxazine]-8'-yl]-3-methoxyprop-2-enoate"	"COC=C(C1CC2N(CCC3(O2)C4=CC=CC=C4NC3=O)CC1C=C)C(=O)OC"	"2,100"	"155546587"	"TeroMol:(TKC120215 TKC206258);PUBCHEM:(155546587);PUBMED:(null)"
"N_18773"	1488	15.133	353.20067	"C16H34O6S"	"[M - H]-"	"C16H33O6S-"	"Fatty acids"	"0,989"	"Fatty Acids and Conjugates"	"0,088"	"Branched fatty acids"	"0,011"	"Organic acids and derivatives"	"1,000"	"Organic sulfuric acids and derivatives"	"0,999"	"Sulfuric acid esters"	"0,990"	"Sulfuric acid monoesters"	"0,956"	"Sulfuric acid monoesters"	"0,956"	"Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,223"	"0,223"	"-191,103"	NA	"2,369"	"CJWXGVNXFJTQFT"	"InChI=1S/C16H34O6S/c1-2-3-4-5-6-7-8-9-10-11-12-20-13-14-21-15-16-22-23(17,18)19/h2-16H2,1H3,(H,17,18,19)"	"2-(2-Dodecoxyethoxy)ethyl sulfate"	"CCCCCCCCCCCCOCCOCCOS(=O)(=O)O"	"4,400"	"152752622;18336"	"NORMAN:(NS00005253);HSDB:(3088-31-1);PUBCHEM:(152752622 18336);DSSTox:(DTXSID001029970 DTXSID0027519 DTXSID40859791)"
"N_3712"	1488	2.308	161.04611	"C7H8N4O2"	"[M - H2O - H]-"	"C7H5N4O-"	"Alkaloids"	"0,939"	"Pseudoalkaloids (transamidation)"	"0,582"	"Purine alkaloids"	"0,736"	"Organoheterocyclic compounds"	"1,000"	"Azoles"	"0,970"	"Imidazoles"	"0,839"	"Substituted imidazoles"	"0,750"	"N-substituted imidazoles"	"0,639"	"Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	1	"0,021"	"0,028"	"-72,089"	NA	"9,699"	"YAPQBXQYLJRXSA"	"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)"	"Theobromin"	"CN1C=NC2=C1C(=O)NC(=O)N2C"	"-0,378"	"9989875;53405263;53442230;53442231;16120415;58172397;58172454;59272723;59272724;145865401;54192196;5429;3693432;143833940"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002825);MiMeDB:(MMDBc0053804);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5429);SUPERNATURAL:(SN0445130 SN0445131);HSDB:(83-67-0);MESH:(5429);FooDB:(FDB000455);PUBCHEM:(9989875 53405263 53442230 53442231 16120415 58172397 58172454 59272723 59272724 145865401 54192196 5429 3693432 143833940);GNPS:(CCMSLIB00000578285 CCMSLIB00003139005 CCMSLIB00003139605);COCONUT:(CNP0328305);NORMAN:(NS00009946);METACYC:(3-7-DIMETHYLXANTHINE);PLANTCYC:(3-7-DIMETHYLXANTHINE);CHEBI:(28946 182023);KEGG:(C07480);DSSTox:(DTXSID20169183 DTXSID40703028 DTXSID40905883 DTXSID9026132);LOTUS:(Q206844);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(YAPQBXQYLJRXSA-UHFFFAOYSA-N)"
"P_3785"	1486	10.346	149.13223	"C11H16"	"[M + H]+"	"C11H17+"	"Terpenoids"	"0,915"	"Sesquiterpenoids"	"0,769"	"Bisabolane sesquiterpenoids"	"0,533"	"Hydrocarbons"	"0,995"	"Unsaturated hydrocarbons"	"0,972"	"Branched unsaturated hydrocarbons"	"0,610"	""	""	"Branched unsaturated hydrocarbons"	"0,610"	"Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities"	NA	1	1	"0,079"	"0,079"	"-94,469"	NA	"24,267"	"CLSBTDGUHSQYTO"	"InChI=1S/C11H16/c1-8(2)11-7-9(3)5-6-10(11)4/h5-8H,1-4H3"	"1,4-dimethyl-2-(propan-2-yl)benzene"	"CC1=CC(=C(C=C1)C)C(C)C"	"3,800"	"77784"	"COCONUT:(CNP0319974);SUPERNATURAL:(SN0049184);PUBCHEM:(77784);DSSTox:(DTXSID20194293)"
"P_13013"	1485	13.318	255.23072	"C16H34O4"	"[M - H4O2 + H]+"	"C16H31O2+"	"Fatty acids"	"1,000"	"Fatty acyls"	"0,924"	"Fatty alcohols"	"0,986"	"Lipids and lipid-like molecules"	"0,991"	"Fatty Acyls"	"0,994"	"Fatty alcohols"	"0,819"	"Long-chain fatty alcohols"	"0,614"	"Long-chain fatty alcohols"	"0,614"	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,052"	"0,090"	"-215,024"	NA	"105,559"	"UKODLHVFJRCQME"	"InChI=1S/C16H34O4/c1-2-3-4-5-6-7-8-9-11-18-13-15-20-16-14-19-12-10-17/h17H,2-16H2,1H3"	"2-[2-[2-(1,1-Dideuteriodecoxy)ethoxy]ethoxy]ethanol"	"CCCCCCCCCCOCCOCCOCCO"	"3,514"	"112758435;526723"	"PUBCHEMANNOTATIONBIO:(null);NORMAN:(NS00076618);PUBCHEM:(112758435 526723);DSSTox:(DTXSID50335738);PUBMED:(null)"
"N_36866"	1484	13.163	493.32316	"C25H50O7S"	"[M - H]-"	"C25H49O7S-"	"Fatty acids"	"0,817"	"Diterpenoids"	"0,395"	"Branched fatty acids"	"0,120"	"Lipids and lipid-like molecules"	"0,971"	"Fatty Acyls"	"0,946"	"Fatty acids and conjugates"	"0,607"	"Branched fatty acids"	"0,560"	"Methyl-branched fatty acids"	"0,516"	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Dicarboxylic acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Sulfuric acid monoesters; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Sulfuric acid esters; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	5	"0,012"	"0,012"	"-276,517"	NA	"7,392"	"KKFARFRYYLAJDK"	"InChI=1S/C25H50O7S/c1-26-25(11-14-28-15-12-25)32-23-22-31-21-20-30-19-18-29-17-16-27-13-9-7-5-3-2-4-6-8-10-24-33/h33H,2-24H2,1H3"	"23-(4-Methoxytetrahydro-2H-pyran-4-yloxy)-12,15,18,21-tetraoxatricosane-1-thiol"	"COC1(CCOCC1)OCCOCCOCCOCCOCCCCCCCCCCCS"	"4,100"	"102582721"	"PUBCHEM:(102582721)"
"P_2601"	1484	8.096	133.10091	"C10H14O"	"[M - H2O + H]-"	"C10H13-"	"Shikimates and Phenylpropanoids"	"0,275"	"Phenylpropanoids (C6-C3)"	"0,933"	"Cinnamic acids and derivatives"	"0,887"	"Benzenoids"	"1,000"	"Benzene and substituted derivatives"	"0,969"	""	""	""	""	"Benzene and substituted derivatives"	"0,969"	"Organic compounds; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,083"	"0,083"	"-93,574"	NA	"36,954"	"LZVRTEKMCCIWRU"	"InChI=1S/C10H14O/c1-9-5-2-3-6-10(9)7-4-8-11/h2-3,5-6,11H,4,7-8H2,1H3"	"3-(2-Methylphenyl)propan-1-OL"	"CC1=CC=CC=C1CCCO"	"2,770"	"12368041"	"BloodExposome:(12368041);PUBCHEM:(12368041);DSSTox:(DTXSID50494657);PUBMED:(null)"
"P_6691"	1483	4.142	185.00866	"C7H4O6"	"[M + H]+"	"C7H5O6+"	"Polyketides"	"0,772"	"Cyclic polyketides"	"0,701"	"2-pyrone derivatives"	"0,102"	"Organoheterocyclic compounds"	"0,990"	"Pyrans"	"0,784"	"Pyranones and derivatives"	"0,768"	""	""	"Pyranones and derivatives"	"0,768"	"Organic compounds; Organoheterocyclic compounds; Pyrans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	NA	1	1	"0,422"	"0,422"	"-37,274"	NA	"74,028"	"PBAYDYUZOSNJGU"	"InChI=1S/C7H4O6/c8-3-1-4(6(9)10)13-5(2-3)7(11)12/h1-2H,(H,9,10)(H,11,12)"	"Jerva Acid"	"C1=C(OC(=CC1=O)C(=O)O)C(=O)O"	"-0,400"	"163859238;4678324;7431;3587952"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0249899);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(7431);SUPERNATURAL:(SN0280544);MESH:(7431);FooDB:(FDB007656);PUBCHEM:(163859238 4678324 7431 3587952);COCONUT:(CNP0357489);NORMAN:(NS00041234);METACYC:(CPD0-1272);CHEBI:(3586);KEGG:(C08476);DSSTox:(DTXSID30243928 DTXSID50975456);LOTUS:(Q908483);PUBMED:(null);KNAPSACK:(PBAYDYUZOSNJGU-UHFFFAOYSA-N)"
"N_27350"	1482	12.905	421.22503	"C21H34N4O3S"	"[M - H]-"	"C21H33N4O3S-"	"Amino acids and Peptides"	"0,687"	"Peptide alkaloids"	"0,048"	"Dipeptides"	"0,015"	"Organic acids and derivatives"	"0,999"	"Carboxylic acids and derivatives"	"0,997"	"Amino acids, peptides, and analogues"	"0,927"	"Amino acids and derivatives"	"0,924"	"Alpha amino acids and derivatives"	"0,658"	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Trialkylamines; Diazinanes; Amines; Tertiary amines; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	NA	1	6	"0,101"	"0,101"	"-243,182"	NA	"3,759"	"KQJUKRLZMNXLGA"	"InChI=1S/C21H34N4O3S/c1-6-23(7-2)12-13-24(14-17(3)4)21(26)15-25-19-11-9-8-10-18(19)22-20(25)16-29(5,27)28/h8-11,17H,6-7,12-16H2,1-5H3"	"N-[2-(diethylamino)ethyl]-N-(2-methylpropyl)-2-[2-(methylsulfonylmethyl)benzimidazol-1-yl]acetamide"	"CCN(CC)CCN(CC(C)C)C(=O)CN1C2=CC=CC=C2N=C1CS(=O)(=O)C"	"2,400"	"56059558"	"PUBCHEM:(56059558)"
